지점,어린이1806,어린이1807,어린이1808,어린이1809,어린이1906,어린이1907,어린이1908,어린이1909,어린이2006,어린이2007,어린이2008,어린이2009,어린이평균
삼청동,24.35416667,27.8172043,28.50537634,23.26666667,23.83333333,26.5483871,28.22580645,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.38775664
상계10동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계1동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계2동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계3·4동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계5동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계6·7동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계8동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상계9동,24.125,27.91397849,28.57228196,23.33333333,24.5,27.21505376,28.25,22.28888889,28.85416667,29.11827957,31.59139785,27.53333333,27.57975208
상도1동,24.25,28.24731183,28.90322581,23.84444444,24.1875,26.95698925,28.01075269,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.7281099
상도2동,24.25,28.24731183,28.90322581,23.84444444,24.1875,26.95698925,28.01075269,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.7281099
상도3동,24.25,28.24731183,28.90322581,23.84444444,24.1875,26.95698925,28.01075269,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.7281099
상도4동,24.25,28.24731183,28.90322581,23.84444444,24.1875,26.95698925,28.01075269,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.7281099
상봉1동,24.70833333,28.39784946,29.17204301,23.88888889,24.25,26.67741935,27.86021505,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.47509058
상봉2동,24.70833333,28.39784946,29.17204301,23.88888889,24.25,26.67741935,27.86021505,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.47509058
상암동,24.5,28.52688172,28.88172043,24.13333333,24.14583333,26.84946237,28.12903226,23.17777778,28.35416667,28.95698925,31.64516129,27.48888889,27.67995169
상일동,24.79166667,28.37634409,28.88172043,23.75555556,24.10416667,26.62365591,28.12903226,22.68888889,28.16666667,28.44086022,30.91397849,26.71111111,27.4116093
서강동,24.3125,28.31182796,28.80645161,24,24.0625,26.84946237,28.32258065,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.73143116
서교동,24.3125,28.31182796,28.80645161,24,24.0625,26.84946237,28.17204301,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71452295
서림동,24.25,28.24731183,28.62365591,23.84444444,24.11197917,26.90725807,28.31854839,22.69444445,28.60416667,29.39784946,32.02150538,27.91111111,27.7182688
서빙고동,24.22916667,28.1827957,28.96774194,23.6,24.125,26.87096774,28.68817204,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.67285628
서원동,24.25,28.24731183,28.62365591,23.84444444,24.11197917,26.90725807,28.31854839,22.69444445,28.60416667,29.39784946,32.02150538,27.91111111,27.7182688
서초1동,24.6875,28.50806452,28.8172043,23.93888889,24.34895833,27.32258065,28.53763441,22.90555556,28.859375,29.38440861,31.96236559,27.71666667,27.88896437
서초2동,24.6875,28.50806452,28.8172043,23.93888889,24.34895833,27.32258065,28.53763441,22.90555556,28.859375,29.38440861,31.96236559,27.71666667,27.88896437
서초3동,24.6875,28.50806452,28.8172043,23.93888889,24.34895833,27.32258065,28.53763441,22.90555556,28.859375,29.38440861,31.96236559,27.71666667,27.88896437
서초4동,24.6875,28.50806452,28.8172043,23.93888889,24.34895833,27.32258065,28.53763441,22.90555556,28.859375,29.38440861,31.96236559,27.71666667,27.88896437
석관동,24.14583333,28,29.08602151,23.46666667,24.91666667,27.49462366,27.98924731,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.79045894
석촌동,24.83333333,28.56989247,29.08602151,24.13333333,24.64583333,27.31182796,27.98924731,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.8134058
성내1동,24.80555556,28.5125448,28.56272402,24.06666667,24.17361111,26.80286738,27.71326165,23.01481482,28.26388889,28.6702509,31.18637993,26.96296296,27.47899054
성내2동,24.80555556,28.5125448,28.56272402,24.06666667,24.17361111,26.80286738,27.71326165,23.01481482,28.26388889,28.6702509,31.18637993,26.96296296,27.47899054
성내3동,24.80555556,28.5125448,28.56272402,24.06666667,24.17361111,26.80286738,27.71326165,23.01481482,28.26388889,28.6702509,31.18637993,26.96296296,27.47899054
성북동,24.35416667,27.8172043,28.46236559,23.26666667,23.83333333,26.5483871,27.89247312,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.34548611
성산1동,23.95833333,27.86021505,28.44086022,23.28888889,24.10416667,26.72043011,28.51612903,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.42195048
성산2동,23.95833333,27.86021505,28.44086022,23.28888889,24.10416667,26.72043011,28.51612903,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.42195048
성수1가1동,24.35416667,27.89247312,28.56989248,23.37777778,24.47916667,27.1827957,28.46236559,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.71376812
성수1가2동,24.35416667,27.89247312,28.56989248,23.37777778,24.47916667,27.1827957,28.46236559,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.71376812
성수2가1동,24.35416667,27.89247312,28.56989248,23.37777778,24.47916667,27.1827957,28.46236559,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.71376812
성수2가3동,24.35416667,27.89247312,28.56989248,23.37777778,24.47916667,27.1827957,28.46236559,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.71376812
성현동,24.25,28.24731183,28.44086022,23.84444444,24.15104167,26.97043011,28.1827957,22.74722223,28.60416667,29.39784946,32.02150538,27.91111111,27.69457654
세곡동,24.83333333,28.56989247,28.44086022,24.13333333,24.64583333,27.31182796,28.51612903,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.80012077
소공동,24.35416667,27.8172043,28.58064516,23.26666667,23.83333333,26.5483871,28.64516129,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.4433122
송정동,24.35416667,27.89247312,28.58064516,23.37777778,24.47916667,27.1827957,28.64516129,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.73550725
송중동,24.14583333,28,28.74193548,23.46666667,24.91666667,27.49462366,28.26344086,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.7826087
송천동,24.14583333,28,28.74193548,23.46666667,24.91666667,27.49462366,28.26344086,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.7826087
송파1동,24.14583333,28,28.74193548,23.46666667,24.91666667,27.49462366,28.26344086,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.7826087
송파2동,24.14583333,28,28.74193548,23.46666667,24.91666667,27.49462366,28.26344086,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.7826087
수궁동,24.20833333,28.30107527,28.97849462,24.11111111,23.79166667,26.83870968,28.49462366,23.11111111,28.08333333,28.92473118,31.6344086,27.57777778,27.65066425
수색동,24.5,28.52688172,28.24731183,24.13333333,24.14583333,26.84946237,27.5483871,23.17777778,28.35416667,28.95698925,31.64516129,27.48888889,27.54347826
수서동,24.83333333,28.56989247,28.58064516,24.13333333,24.64583333,27.31182796,28.13978495,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.77355072
수유1동,24.02777778,27.86379928,28.57706093,23.2962963,22.3125,24.91397849,25.84946237,21.93333333,26.41666667,26.93548387,29.40860215,25.2,26.15144424
수유2동,24.02777778,27.86379928,28.57706093,23.2962963,22.3125,24.91397849,25.84946237,21.93333333,26.41666667,26.93548387,29.40860215,25.2,26.15144424
수유3동,24.02777778,27.86379928,28.57706093,23.2962963,22.3125,24.91397849,25.84946237,21.93333333,26.41666667,26.93548387,29.40860215,25.2,26.15144424
숭인1동,24.3125,27.98387097,28.3655914,23.36666667,24.16666667,26.81720431,27.86021505,22.38888889,28.52083333,29.01612903,31.43010753,27.25555556,27.41243962
숭인2동,24.3125,27.98387097,28.3655914,23.36666667,24.16666667,26.81720431,27.86021505,22.38888889,28.52083333,29.01612903,31.43010753,27.25555556,27.41243962
시흥1동,23.74166667,27.72688172,28.53548387,23.34666667,23.55,26.51827957,28.11612903,22.31111111,27.97916667,28.88172043,31.56989247,27.44444444,27.30940519
시흥2동,23.74166667,27.72688172,28.53548387,23.34666667,23.55,26.51827957,28.11612903,22.31111111,27.97916667,28.88172043,31.56989247,27.44444444,27.30940519
시흥3동,23.74166667,27.72688172,28.53548387,23.34666667,23.55,26.51827957,28.11612903,22.31111111,27.97916667,28.88172043,31.56989247,27.44444444,27.30940519
시흥4동,23.74166667,27.72688172,28.53548387,23.34666667,23.55,26.51827957,28.11612903,22.31111111,27.97916667,28.88172043,31.56989247,27.44444444,27.30940519
시흥5동,23.74166667,27.72688172,28.53548387,23.34666667,23.55,26.51827957,28.11612903,22.31111111,27.97916667,28.88172043,31.56989247,27.44444444,27.30940519
신길1동,24.25,28.24731183,28.92473118,23.84444444,24.1875,26.95698925,28.07526882,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.73777174
신길3동,24.25,28.24731183,28.92473118,23.84444444,24.1875,26.95698925,28.07526882,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.73777174
신길4동,24.25,28.24731183,28.92473118,23.84444444,24.1875,26.95698925,28.07526882,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.73777174
신길5동,24.25,28.24731183,28.92473118,23.84444444,24.1875,26.95698925,28.07526882,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.73777174
신길6동,24.25,28.24731183,28.92473118,23.84444444,24.1875,26.95698925,28.07526882,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.73777174
신길7동,24.25,28.24731183,28.92473118,23.84444444,24.1875,26.95698925,28.07526882,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.73777174
신내1동,24.54166667,28.32258065,28.57526882,23.66666667,24.04166667,26.64516129,27.84408602,22.64444444,28.22916667,28.40860215,30.91397849,26.71111111,27.31710447
신내2동,24.54166667,28.32258065,28.57526882,23.66666667,24.04166667,26.64516129,27.84408602,22.64444444,28.22916667,28.40860215,30.91397849,26.71111111,27.31710447
신당5동,24.3125,27.98387097,28.80645161,23.36666667,24.14166667,26.84946237,28.10107527,22.47555555,28.52083333,29.01612903,31.43010753,27.25555556,27.4959843
신당동,24.3125,27.98387097,28.80645161,23.36666667,24.14166667,26.84946237,28.10107527,22.47555555,28.52083333,29.01612903,31.43010753,27.25555556,27.4959843
신대방1동,24.25,28.24731183,28.86021505,23.84444444,24.1875,26.95698925,28.41935484,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.76917271
신대방2동,24.25,28.24731183,28.86021505,23.84444444,24.1875,26.95698925,28.41935484,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.76917271
신도림동,24.27083333,28.27956989,28.62365591,24.11111111,23.875,26.75268817,28.31182796,23.04444444,28.22916667,29.20430108,31.88172043,27.84444444,27.66410024
신림동,24.25,28.24731183,28.62365591,23.84444444,24.11197917,26.90725807,28.31854839,22.69444445,28.60416667,29.39784946,32.02150538,27.91111111,27.7182688
신사1동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
신사2동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
신수동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
신원동,24.25,28.24731183,28.80645161,23.84444444,24.1875,26.95698925,28.32258065,22.75555556,28.60416667,29.39784946,32.02150538,27.91111111,27.75226449
신월1동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신월2동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신월3동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신월4동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신월5동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신월6동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신월7동,24.35416667,28.46697388,29.12288787,24.25079365,23.85714286,26.78955453,28.14592934,23.23492063,28.32738096,29.14900154,31.76036866,27.61904762,27.72147817
신정1동,24.42708333,28.46774193,29.06630824,24.24074074,23.90972223,26.77060932,28.09498208,23.22962963,28.38541667,29.08781362,31.77419355,27.6962963,27.71537842
신정2동,24.42708333,28.46774193,29.06630824,24.24074074,23.90972223,26.77060932,28.09498208,23.22962963,28.38541667,29.08781362,31.77419355,27.6962963,27.71537842
신정3동,24.42708333,28.46774193,29.06630824,24.24074074,23.90972223,26.77060932,28.09498208,23.22962963,28.38541667,29.08781362,31.77419355,27.6962963,27.71537842
신정4동,24.42708333,28.46774193,29.06630824,24.24074074,23.90972223,26.77060932,28.09498208,23.22962963,28.38541667,29.08781362,31.77419355,27.6962963,27.71537842
신정6동,24.42708333,28.46774193,29.06630824,24.24074074,23.90972223,26.77060932,28.09498208,23.22962963,28.38541667,29.08781362,31.77419355,27.6962963,27.71537842
신정7동,24.42708333,28.46774193,29.06630824,24.24074074,23.90972223,26.77060932,28.09498208,23.22962963,28.38541667,29.08781362,31.77419355,27.6962963,27.71537842
신촌동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
쌍문1동,24.13541667,27.95698925,28.54301075,23.4,24.70833334,27.35483871,28.43548387,22.37777778,28.97916667,29.2795699,31.74731183,27.67777778,27.68844354
쌍문2동,24.13541667,27.95698925,28.54301075,23.4,24.70833334,27.35483871,28.43548387,22.37777778,28.97916667,29.2795699,31.74731183,27.67777778,27.68844354
쌍문3동,24.13541667,27.95698925,28.54301075,23.4,24.70833334,27.35483871,28.43548387,22.37777778,28.97916667,29.2795699,31.74731183,27.67777778,27.68844354
쌍문4동,24.13541667,27.95698925,28.54301075,23.4,24.70833334,27.35483871,28.43548387,22.37777778,28.97916667,29.2795699,31.74731183,27.67777778,27.68844354
아현동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
안암동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
암사1동,24.79861111,28.44444445,28.88530466,23.91111111,24.13888889,26.71326165,27.79569892,22.85185185,28.21527778,28.21527778,28.21527778,28.21527778,27.16779891
암사2동,24.79861111,28.44444445,28.88530466,23.91111111,24.13888889,26.71326165,27.79569892,22.85185185,28.21527778,28.21527778,28.21527778,28.21527778,27.16779891
암사3동,24.79861111,28.44444445,28.88530466,23.91111111,24.13888889,26.71326165,27.79569892,22.85185185,28.21527778,28.21527778,28.21527778,28.21527778,27.16779891
압구정동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.51612903,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.70531401
약수동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.11827957,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.66062802
양재1동,24.83333333,28.60215054,28.96774194,24,24.5,27.40860215,28.68817204,22.97777778,28.91666667,29.37634409,32,27.73333333,27.97373188
양재2동,24.83333333,28.60215054,28.96774194,24,24.5,27.40860215,28.68817204,22.97777778,28.91666667,29.37634409,32,27.73333333,27.97373188
양평1동,24.45833333,28.50537634,29.10752688,24.26666667,23.91666667,26.77419355,28.05376344,23.26666667,28.41666667,29.06451613,31.75268817,27.66666667,27.72056159
양평2동,24.45833333,28.50537634,29.10752688,24.26666667,23.91666667,26.77419355,28.05376344,23.26666667,28.41666667,29.06451613,31.75268817,27.66666667,27.72056159
여의동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
역삼1동,24.83333333,28.60215054,28.96774194,24,24.5,27.40860215,28.68817204,22.97777778,28.91666667,29.37634409,32,27.73333333,27.97373188
역삼2동,24.83333333,28.60215054,28.96774194,24,24.5,27.40860215,28.68817204,22.97777778,28.91666667,29.37634409,32,27.73333333,27.97373188
역촌동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
연남동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
연희동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
염리동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
염창동,24.45833333,28.50537634,29.10752688,24.26666667,23.91666667,26.77419355,28.05376344,23.26666667,28.41666667,29.06451613,31.75268817,27.66666667,27.72056159
영등포동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
영등포본동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
오금동,24.83333333,28.56989247,28.97849462,24.13333333,24.64583333,27.31182796,28.49462366,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.85809179
오류1동,24.23958333,28.29032258,28.87096774,24.11111111,23.83333334,26.79569893,28.23655914,23.07777778,28.15625,29.06451613,31.75806452,27.71111111,27.64651268
오류2동,24.23958333,28.29032258,28.87096774,24.11111111,23.83333334,26.79569893,28.23655914,23.07777778,28.15625,29.06451613,31.75806452,27.71111111,27.64651268
오륜동,24.8125,28.58064516,28.50537634,24.22222222,24.31944444,26.94265233,28.05017921,22.99259259,28.75694445,29.12544803,31.67383513,27.51111111,27.71175523
옥수동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
왕십리2동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
왕십리도선동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
용강동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
용답동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
용문동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
용산2가동,24.22916667,28.1827957,28.80645161,23.6,24.3125,26.97849463,28.15591398,22.52222222,28.60416667,29.07526882,31.7311828,27.48888889,27.61662138
용신동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
우이동,23.79166667,27.59139785,28.24731183,22.95555556,22.3125,24.91397849,25.84946237,21.93333333,26.41666667,26.93548387,29.40860215,25.2,26.05246075
우장산동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
원효로1동,24.27083334,28.24731183,28.84408602,23.8,24.0625,26.84946237,28.12903226,22.95555556,28.67708334,29.17741936,31.80107527,27.61111111,27.6636096
원효로2동,24.27083334,28.24731183,28.84408602,23.8,24.0625,26.84946237,28.12903226,22.95555556,28.67708334,29.17741936,31.80107527,27.61111111,27.6636096
월계1동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
월계2동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
월계3동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
월곡1동,24.20833333,28.07526882,28.64516129,23.46666667,24.70833334,27.29032259,28.39247312,22.48888889,28.84375,29.22043011,31.69354839,27.51111111,27.68565067
월곡2동,24.20833333,28.07526882,28.64516129,23.46666667,24.70833334,27.29032259,28.39247312,22.48888889,28.84375,29.22043011,31.69354839,27.51111111,27.68565067
위례동,24.625,28.30107527,28.61290323,23.6,24.375,27.06451613,28.06451613,22.53333333,28.375,28.70967742,31.25806452,27.06666667,27.50347222
은천동,24.25,28.24731183,28.44086022,23.84444444,24.15104167,26.97043011,28.1827957,22.74722223,28.60416667,29.39784946,32.02150538,27.91111111,27.69457654
을지로동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
응봉동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.51612903,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.70531401
응암1동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
응암2동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
응암3동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
이문1동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
이문2동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
이촌1동,24.27083334,28.24731183,28.84408602,23.8,24.09375,26.86021506,28.15053763,22.74444445,28.67708334,29.17741936,31.80107527,27.61111111,27.65745773
이촌2동,24.27083334,28.24731183,28.84408602,23.8,24.09375,26.86021506,28.15053763,22.74444445,28.67708334,29.17741936,31.80107527,27.61111111,27.65745773
이태원1동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
이태원2동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
이화동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
인수동,24.02777778,27.86379928,28.57706093,23.2962963,22.3125,24.91397849,25.84946237,21.93333333,26.41666667,26.93548387,29.40860215,25.2,26.15144424
인헌동,24.25,28.23655914,28.62365592,23.8,24.0234375,27.01747312,28.25268818,22.71805556,28.64583334,29.40322581,31.93548388,27.78888889,27.70266267
일원1동,24.83333333,28.56989247,28.97849462,24.13333333,24.64583333,27.31182796,28.49462366,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.85809179
일원2동,24.83333333,28.56989247,28.97849462,24.13333333,24.64583333,27.31182796,28.49462366,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.85809179
일원본동,24.83333333,28.56989247,28.97849462,24.13333333,24.64583333,27.31182796,28.49462366,23.11111111,28.6875,29.03225806,31.67741935,27.44444444,27.85809179
자양1동,24.58333334,28.23655914,28.76344087,23.8,24.34375,27.03763441,28.25268817,22.76666667,28.57291667,29.10752689,31.68817204,27.43333334,27.67451691
자양2동,24.58333334,28.23655914,28.76344087,23.8,24.34375,27.03763441,28.25268817,22.76666667,28.57291667,29.10752689,31.68817204,27.43333334,27.67451691
자양3동,24.58333334,28.23655914,28.76344087,23.8,24.34375,27.03763441,28.25268817,22.76666667,28.57291667,29.10752689,31.68817204,27.43333334,27.67451691
자양4동,24.58333334,28.23655914,28.76344087,23.8,24.34375,27.03763441,28.25268817,22.76666667,28.57291667,29.10752689,31.68817204,27.43333334,27.67451691
잠실2동,24.82291667,28.57526882,29.03225807,24.17777778,24.42708333,27.10215054,28.24193548,23.14444445,28.5,28.90860215,31.5,27.26666667,27.7509058
잠실3동,24.82291667,28.57526882,29.03225807,24.17777778,24.42708333,27.10215054,28.24193548,23.14444445,28.5,28.90860215,31.5,27.26666667,27.7509058
잠실4동,24.82291667,28.57526882,29.03225807,24.17777778,24.42708333,27.10215054,28.24193548,23.14444445,28.5,28.90860215,31.5,27.26666667,27.7509058
잠실6동,24.82291667,28.57526882,29.03225807,24.17777778,24.42708333,27.10215054,28.24193548,23.14444445,28.5,28.90860215,31.5,27.26666667,27.7509058
잠실7동,24.82291667,28.57526882,29.03225807,24.17777778,24.42708333,27.10215054,28.24193548,23.14444445,28.5,28.90860215,31.5,27.26666667,27.7509058
잠실본동,24.82291667,28.57526882,29.03225807,24.17777778,24.42708333,27.10215054,28.24193548,23.14444445,28.5,28.90860215,31.5,27.26666667,27.7509058
잠원동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
장안1동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
장안2동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
장위1동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
장위2동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
장위3동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
장지동,24.625,28.30107527,28.61290323,23.6,24.375,27.06451613,28.06451613,22.53333333,28.375,28.70967742,31.25806452,27.06666667,27.50347222
